ID_Factura,Fecha_Envio,Fecha_Recepcion,Producto,Proveedor,Categoria,Subcategoria,Cantidad,Costo_Unitario,Precio_Presupuesto,Total_Compra,Ciudad_Origen,Region,Almacen_Destino,Dias_en_Transito,Estado_Entrega,Bandera_Incidencia,Nivel_Severidad,Responsable
FAC-3130,04/01/2026,08/01/2026,Vegetales Especial,Proveedor_Vegetales_Mer,Perecederos,Vegetales,26,29.79,26.7,774.54,Merida,Sureste,Almacen Sur,4,Incidencia,1,5.0,A. Morales
FAC-3131,22/02/2026,28/02/2026,Res Especial,Proveedor_Res_Mer,Proteínas,Res,182,136.29,141.73,24804.78,Merida,Sureste,Almacen Sur,6,Entregado,0,,A. Morales
FAC-3132,19/03/2026,21/03/2026,Res Especial,Proveedor_Res_Mon,Proteínas,Res,235,166.86,175.57,39212.1,Monterrey,Norte,Almacen Norte,2,Entregado,0,,A. Morales
FAC-3133,26/03/2026,01/04/2026,Cerdo Especial,Proveedor_Cerdo_Mer,Proteínas,Cerdo,381,144.07,138.45,54890.67,Merida,Sureste,Almacen Sur,6,Entregado,0,,A. Morales
FAC-3134,09/01/2026,11/01/2026,Frutas Especial,Proveedor_Frutas_Gua,Perecederos,Frutas,380,68.13,61.21,25889.4,Guadalajara,Occidente,Almacen Central,2,Entregado,0,,A. Morales
FAC-3135,23/02/2026,28/02/2026,Lácteos Especial,Proveedor_Lácteos_Mer,Perecederos,Lácteos,84,57.14,54.88,4799.76,Merida,Sureste,Almacen Sur,5,Incidencia,1,3.0,A. Morales
FAC-3136,25/02/2026,27/02/2026,Lácteos Especial,Proveedor_Lácteos_CDM,Perecederos,Lácteos,168,52.34,54.25,8793.12,CDMX,Centro,Almacen Sur,2,Entregado,0,,A. Morales
FAC-3137,24/02/2026,26/02/2026,Bebidas Especial,Proveedor_Bebidas_Mon,Abarrotes,Bebidas,311,23.83,22.44,7411.13,Monterrey,Norte,Almacen Norte,2,Entregado,0,,A. Morales
FAC-3138,12/02/2026,17/02/2026,Vegetales Especial,Proveedor_Vegetales_Mer,Perecederos,Vegetales,259,43.54,40.83,11276.86,Merida,Sureste,Almacen Sur,5,Entregado,0,,A. Morales
FAC-3139,25/03/2026,28/03/2026,Granos Especial,Proveedor_Granos_Gua,Abarrotes,Granos,390,20.11,19.14,7842.9,Guadalajara,Occidente,Almacen Central,3,Entregado,0,,A. Morales
FAC-3140,25/02/2026,03/03/2026,Res Especial,Proveedor_Res_Mer,Proteínas,Res,380,149.99,156.31,56996.2,Merida,Sureste,Almacen Sur,6,Entregado,0,,A. Morales
FAC-3141,22/02/2026,23/02/2026,Aceites Especial,Proveedor_Aceites_Mon,Abarrotes,Aceites,277,657.76,640.81,182199.52,Monterrey,Norte,Almacen Norte,1,Entregado,0,,A. Morales
FAC-3142,19/01/2026,20/01/2026,Vegetales Especial,Proveedor_Vegetales_CDM,Perecederos,Vegetales,292,25.55,26.13,7460.6,CDMX,Centro,Almacen Sur,1,Entregado,0,,A. Morales
FAC-3143,17/02/2026,18/02/2026,Lácteos Especial,Proveedor_Lácteos_Mon,Perecederos,Lácteos,338,50.01,50.98,16903.38,Monterrey,Norte,Almacen Norte,1,Entregado,0,,A. Morales
FAC-3144,15/02/2026,18/02/2026,Vegetales Especial,Proveedor_Vegetales_Gua,Perecederos,Vegetales,323,21.23,19.17,6857.29,Guadalajara,Occidente,Almacen Central,3,Entregado,0,,A. Morales
FAC-3145,28/01/2026,30/01/2026,Bebidas Especial,Proveedor_Bebidas_Gua,Abarrotes,Bebidas,338,41.78,37.73,14121.64,Guadalajara,Occidente,Almacen Central,2,Entregado,0,,A. Morales
FAC-3146,21/03/2026,23/03/2026,Granos Especial,Proveedor_Granos_Gua,Abarrotes,Granos,100,21.93,19.28,2193.0,Guadalajara,Occidente,Almacen Central,2,Entregado,0,,A. Morales
FAC-3147,18/03/2026,20/03/2026,Cerdo Especial,Proveedor_Cerdo_Gua,Proteínas,Cerdo,109,146.07,128.19,15921.63,Guadalajara,Occidente,Almacen Central,2,Incidencia,1,3.0,A. Morales
FAC-3148,20/01/2026,22/01/2026,Bebidas Especial,Proveedor_Bebidas_CDM,Abarrotes,Bebidas,129,36.28,35.94,4680.12,CDMX,Centro,Almacen Sur,2,Incidencia,1,1.0,A. Morales
FAC-3149,27/03/2026,29/03/2026,Frutas Especial,Proveedor_Frutas_Mon,Perecederos,Frutas,392,41.46,41.76,16252.32,Monterrey,Norte,Almacen Norte,2,Entregado,0,,A. Morales
FAC-3150,29/01/2026,31/01/2026,Granos Especial,Proveedor_Granos_Mon,Abarrotes,Granos,71,23.73,24.9,1684.83,Monterrey,Norte,Almacen Norte,2,Entregado,0,,A. Morales
FAC-3151,23/03/2026,27/03/2026,Frutas Especial,Proveedor_Frutas_Mer,Perecederos,Frutas,208,46.91,46.64,9757.28,Merida,Sureste,Almacen Sur,4,Entregado,0,,A. Morales
FAC-3152,14/03/2026,17/03/2026,Res Especial,Proveedor_Res_Gua,Proteínas,Res,249,198.28,178.4,49371.72,Guadalajara,Occidente,Almacen Central,3,Incidencia,1,5.0,A. Morales
FAC-3153,17/01/2026,19/01/2026,Granos Especial,Proveedor_Granos_Gua,Abarrotes,Granos,397,16.9,15.51,6709.3,Guadalajara,Occidente,Almacen Central,2,Entregado,0,,A. Morales
FAC-3154,18/02/2026,19/02/2026,Aceites Especial,Proveedor_Aceites_CDM,Abarrotes,Aceites,229,612.97,587.45,140370.13,CDMX,Centro,Almacen Sur,1,Entregado,0,,A. Morales
FAC-3155,23/01/2026,26/01/2026,Aves Especial,Proveedor_Aves_Gua,Proteínas,Aves,357,101.86,99.28,36364.02,Guadalajara,Occidente,Almacen Central,3,Entregado,0,,A. Morales
FAC-3156,09/01/2026,10/01/2026,Frutas Especial,Proveedor_Frutas_Mon,Perecederos,Frutas,94,35.44,35.11,3331.36,Monterrey,Norte,Almacen Norte,1,Entregado,0,,A. Morales
FAC-3157,22/01/2026,23/01/2026,Aceites Especial,Proveedor_Aceites_Mon,Abarrotes,Aceites,319,665.11,571.28,212170.09,Monterrey,Norte,Almacen Norte,1,Entregado,0,,A. Morales
FAC-3158,05/01/2026,06/01/2026,Cerdo Especial,Proveedor_Cerdo_CDM,Proteínas,Cerdo,328,143.04,134.07,46917.12,CDMX,Centro,Almacen Sur,1,Entregado,0,,A. Morales
FAC-3159,01/02/2026,03/02/2026,Frutas Especial,Proveedor_Frutas_Gua,Perecederos,Frutas,86,38.02,32.33,3269.72,Guadalajara,Occidente,Almacen Central,2,Rechazado,1,3.0,A. Morales
FAC-3160,01/02/2026,07/02/2026,Lácteos Especial,Proveedor_Lácteos_Mer,Perecederos,Lácteos,278,56.04,50.53,15579.12,Merida,Sureste,Almacen Sur,6,Entregado,0,,A. Morales
FAC-3161,25/02/2026,01/03/2026,Granos Especial,Proveedor_Granos_Mer,Abarrotes,Granos,264,26.53,22.53,7003.92,Merida,Sureste,Almacen Sur,4,Entregado,0,,A. Morales
FAC-3162,22/02/2026,23/02/2026,Granos Especial,Proveedor_Granos_Mon,Abarrotes,Granos,297,19.19,19.22,5699.43,Monterrey,Norte,Almacen Norte,1,Entregado,0,,A. Morales
FAC-3163,27/03/2026,02/04/2026,Aceites Especial,Proveedor_Aceites_Mer,Abarrotes,Aceites,367,626.42,650.58,229896.14,Merida,Sureste,Almacen Sur,6,Entregado,0,,A. Morales
FAC-3164,25/01/2026,29/01/2026,Lácteos Especial,Proveedor_Lácteos_Mer,Perecederos,Lácteos,143,62.31,57.59,8910.33,Merida,Sureste,Almacen Sur,4,Entregado,0,,A. Morales
FAC-3165,13/02/2026,15/02/2026,Granos Especial,Proveedor_Granos_CDM,Abarrotes,Granos,142,27.51,23.71,3906.42,CDMX,Centro,Almacen Sur,2,Entregado,0,,A. Morales
FAC-3166,20/03/2026,21/03/2026,Frutas Especial,Proveedor_Frutas_Mon,Perecederos,Frutas,364,50.41,47.16,18349.24,Monterrey,Norte,Almacen Norte,1,Entregado,0,,A. Morales
FAC-3167,23/02/2026,26/02/2026,Res Especial,Proveedor_Res_Gua,Proteínas,Res,141,146.39,147.72,20640.99,Guadalajara,Occidente,Almacen Central,3,Entregado,0,,A. Morales
FAC-3168,13/02/2026,14/02/2026,Cerdo Especial,Proveedor_Cerdo_Mon,Proteínas,Cerdo,230,150.74,134.28,34670.2,Monterrey,Norte,Almacen Norte,1,Entregado,0,,A. Morales
FAC-3169,04/03/2026,06/03/2026,Cerdo Especial,Proveedor_Cerdo_Gua,Proteínas,Cerdo,84,162.63,138.89,13660.92,Guadalajara,Occidente,Almacen Central,2,Entregado,0,,A. Morales
FAC-3170,30/01/2026,31/01/2026,Bebidas Especial,Proveedor_Bebidas_CDM,Abarrotes,Bebidas,262,32.38,30.44,8483.56,CDMX,Centro,Almacen Sur,1,Entregado,0,,A. Morales
FAC-3171,19/02/2026,21/02/2026,Bebidas Especial,Proveedor_Bebidas_Mon,Abarrotes,Bebidas,181,46.72,40.3,8456.32,Monterrey,Norte,Almacen Norte,2,Incidencia,1,2.0,A. Morales
FAC-3172,13/03/2026,15/03/2026,Vegetales Especial,Proveedor_Vegetales_CDM,Perecederos,Vegetales,207,34.71,30.85,7184.97,CDMX,Centro,Almacen Sur,2,Entregado,0,,A. Morales
FAC-3173,17/01/2026,22/01/2026,Frutas Especial,Proveedor_Frutas_Mer,Perecederos,Frutas,377,44.67,42.29,16840.59,Merida,Sureste,Almacen Sur,5,Entregado,0,,A. Morales
FAC-3174,23/02/2026,24/02/2026,Granos Especial,Proveedor_Granos_CDM,Abarrotes,Granos,293,23.08,19.89,6762.44,CDMX,Centro,Almacen Sur,1,Entregado,0,,A. Morales
FAC-3175,27/03/2026,31/03/2026,Cerdo Especial,Proveedor_Cerdo_Mer,Proteínas,Cerdo,152,146.65,130.16,22290.8,Merida,Sureste,Almacen Sur,4,Entregado,0,,A. Morales
FAC-3176,08/02/2026,10/02/2026,Granos Especial,Proveedor_Granos_Mon,Abarrotes,Granos,89,22.89,20.05,2037.21,Monterrey,Norte,Almacen Norte,2,Entregado,0,,A. Morales
FAC-3177,04/03/2026,05/03/2026,Res Especial,Proveedor_Res_CDM,Proteínas,Res,331,166.39,159.27,55075.09,CDMX,Centro,Almacen Sur,1,Entregado,0,,A. Morales
FAC-3178,08/01/2026,10/01/2026,Bebidas Especial,Proveedor_Bebidas_Gua,Abarrotes,Bebidas,186,18.93,17.96,3520.98,Guadalajara,Occidente,Almacen Central,2,Entregado,0,,A. Morales
FAC-3179,09/02/2026,11/02/2026,Aceites Especial,Proveedor_Aceites_Gua,Abarrotes,Aceites,209,611.74,633.59,127853.66,Guadalajara,Occidente,Almacen Central,2,Incidencia,1,9.0,A. Morales
FAC-3180,17/03/2026,19/03/2026,Aves Especial,Proveedor_Aves_Gua,Proteínas,Aves,244,110.99,103.23,27081.56,Guadalajara,Occidente,Almacen Central,2,Rechazado,1,9.0,A. Morales
FAC-3181,27/02/2026,01/03/2026,Bebidas Especial,Proveedor_Bebidas_CDM,Abarrotes,Bebidas,229,13.93,12.95,3189.97,CDMX,Centro,Almacen Sur,2,Entregado,0,,A. Morales
FAC-3182,15/03/2026,16/03/2026,Lácteos Especial,Proveedor_Lácteos_Mon,Perecederos,Lácteos,235,96.39,93.1,22651.65,Monterrey,Norte,Almacen Norte,1,Entregado,0,,A. Morales
FAC-3183,05/01/2026,07/01/2026,Aceites Especial,Proveedor_Aceites_Gua,Abarrotes,Aceites,181,554.32,528.96,100331.92,Guadalajara,Occidente,Almacen Central,2,Entregado,0,,A. Morales
FAC-3184,18/01/2026,20/01/2026,Vegetales Especial,Proveedor_Vegetales_CDM,Perecederos,Vegetales,164,44.3,37.8,7265.2,CDMX,Centro,Almacen Sur,2,Incidencia,1,6.0,A. Morales
FAC-3185,10/03/2026,15/03/2026,Vegetales Especial,Proveedor_Vegetales_Mer,Perecederos,Vegetales,248,32.0,27.26,7936.0,Merida,Sureste,Almacen Sur,5,Incidencia,1,5.0,A. Morales
FAC-3186,11/01/2026,17/01/2026,Frutas Especial,Proveedor_Frutas_Mer,Perecederos,Frutas,53,39.94,35.68,2116.82,Merida,Sureste,Almacen Sur,6,Entregado,0,,A. Morales
FAC-3187,15/01/2026,17/01/2026,Bebidas Especial,Proveedor_Bebidas_CDM,Abarrotes,Bebidas,79,41.29,39.28,3261.91,CDMX,Centro,Almacen Sur,2,Entregado,0,,A. Morales
FAC-3188,31/01/2026,02/02/2026,Aves Especial,Proveedor_Aves_Gua,Proteínas,Aves,123,105.46,103.84,12971.58,Guadalajara,Occidente,Almacen Central,2,Entregado,0,,A. Morales
FAC-3189,17/03/2026,18/03/2026,Cerdo Especial,Proveedor_Cerdo_Mon,Proteínas,Cerdo,229,124.53,125.87,28517.37,Monterrey,Norte,Almacen Norte,1,Entregado,0,,A. Morales
FAC-3190,14/02/2026,16/02/2026,Aves Especial,Proveedor_Aves_Mon,Proteínas,Aves,149,106.29,98.87,15837.21,Monterrey,Norte,Almacen Norte,2,Entregado,0,,A. Morales
FAC-3191,18/03/2026,21/03/2026,Res Especial,Proveedor_Res_Gua,Proteínas,Res,291,164.98,146.65,48009.18,Guadalajara,Occidente,Almacen Central,3,Rechazado,1,4.0,A. Morales
FAC-3192,25/02/2026,26/02/2026,Granos Especial,Proveedor_Granos_Mon,Abarrotes,Granos,285,19.55,19.68,5571.75,Monterrey,Norte,Almacen Norte,1,Incidencia,1,6.0,A. Morales
FAC-3193,02/01/2026,04/01/2026,Cerdo Especial,Proveedor_Cerdo_Gua,Proteínas,Cerdo,86,137.68,126.2,11840.48,Guadalajara,Occidente,Almacen Central,2,Entregado,0,,A. Morales
FAC-3194,02/03/2026,04/03/2026,Res Especial,Proveedor_Res_CDM,Proteínas,Res,181,150.79,155.58,27292.99,CDMX,Centro,Almacen Sur,2,Entregado,0,,A. Morales
FAC-3195,04/02/2026,07/02/2026,Aceites Especial,Proveedor_Aceites_Gua,Abarrotes,Aceites,32,701.37,681.73,22443.84,Guadalajara,Occidente,Almacen Central,3,Entregado,0,,A. Morales
FAC-3196,14/02/2026,16/02/2026,Granos Especial,Proveedor_Granos_CDM,Abarrotes,Granos,295,25.53,22.03,7531.35,CDMX,Centro,Almacen Sur,2,Entregado,0,,A. Morales
FAC-3197,05/01/2026,06/01/2026,Cerdo Especial,Proveedor_Cerdo_Mon,Proteínas,Cerdo,68,125.77,131.61,8552.36,Monterrey,Norte,Almacen Norte,1,Entregado,0,,A. Morales
FAC-3198,30/01/2026,03/02/2026,Lácteos Especial,Proveedor_Lácteos_Mer,Perecederos,Lácteos,23,122.66,115.39,2821.18,Merida,Sureste,Almacen Sur,4,Entregado,0,,A. Morales
FAC-3199,20/03/2026,26/03/2026,Vegetales Especial,Proveedor_Vegetales_Mer,Perecederos,Vegetales,322,37.33,32.21,12020.26,Merida,Sureste,Almacen Sur,6,Entregado,0,,A. Morales
FAC-3200,09/02/2026,10/02/2026,Vegetales Especial,Proveedor_Vegetales_CDM,Perecederos,Vegetales,117,16.08,16.89,1881.36,CDMX,Centro,Almacen Sur,1,Entregado,0,,A. Morales
FAC-3201,03/02/2026,05/02/2026,Cerdo Especial,Proveedor_Cerdo_Mon,Proteínas,Cerdo,215,115.82,121.37,24901.3,Monterrey,Norte,Almacen Norte,2,Entregado,0,,A. Morales
FAC-3202,14/03/2026,15/03/2026,Aves Especial,Proveedor_Aves_Mon,Proteínas,Aves,132,105.63,97.64,13943.16,Monterrey,Norte,Almacen Norte,1,Entregado,0,,A. Morales
FAC-3203,26/01/2026,28/01/2026,Cerdo Especial,Proveedor_Cerdo_Gua,Proteínas,Cerdo,338,137.51,137.57,46478.38,Guadalajara,Occidente,Almacen Central,2,Parcial,1,9.0,A. Morales
FAC-3204,22/02/2026,24/02/2026,Cerdo Especial,Proveedor_Cerdo_Mon,Proteínas,Cerdo,309,111.37,110.3,34413.33,Monterrey,Norte,Almacen Norte,2,Entregado,0,,A. Morales
FAC-3205,18/02/2026,22/02/2026,Granos Especial,Proveedor_Granos_Mer,Abarrotes,Granos,43,19.66,17.15,845.38,Merida,Sureste,Almacen Sur,4,Rechazado,1,8.0,A. Morales
FAC-3206,10/01/2026,11/01/2026,Bebidas Especial,Proveedor_Bebidas_CDM,Abarrotes,Bebidas,330,20.82,18.1,6870.6,CDMX,Centro,Almacen Sur,1,Incidencia,1,10.0,A. Morales
FAC-3207,17/01/2026,21/01/2026,Aves Especial,Proveedor_Aves_Mer,Proteínas,Aves,277,92.81,81.02,25708.37,Merida,Sureste,Almacen Sur,4,Entregado,0,,A. Morales
FAC-3208,16/01/2026,19/01/2026,Granos Especial,Proveedor_Granos_Gua,Abarrotes,Granos,67,20.02,19.34,1341.34,Guadalajara,Occidente,Almacen Central,3,Entregado,0,,A. Morales
FAC-3209,23/03/2026,28/03/2026,Aceites Especial,Proveedor_Aceites_Mer,Abarrotes,Aceites,72,470.16,490.29,33851.52,Merida,Sureste,Almacen Sur,5,Entregado,0,,A. Morales
FAC-3210,22/02/2026,26/02/2026,Aves Especial,Proveedor_Aves_Mer,Proteínas,Aves,103,84.57,88.84,8710.71,Merida,Sureste,Almacen Sur,4,Entregado,0,,A. Morales
FAC-3211,22/01/2026,24/01/2026,Cerdo Especial,Proveedor_Cerdo_CDM,Proteínas,Cerdo,29,129.47,135.7,3754.63,CDMX,Centro,Almacen Sur,2,Entregado,0,,A. Morales
FAC-3212,26/01/2026,28/01/2026,Vegetales Especial,Proveedor_Vegetales_Mon,Perecederos,Vegetales,228,27.65,26.18,6304.2,Monterrey,Norte,Almacen Norte,2,Parcial,1,6.0,A. Morales
FAC-3213,04/02/2026,09/02/2026,Bebidas Especial,Proveedor_Bebidas_Mer,Abarrotes,Bebidas,291,26.56,23.93,7728.96,Merida,Sureste,Almacen Sur,5,Entregado,0,,A. Morales
FAC-3214,17/03/2026,19/03/2026,Aceites Especial,Proveedor_Aceites_Gua,Abarrotes,Aceites,315,505.95,488.02,159374.25,Guadalajara,Occidente,Almacen Central,2,Entregado,0,,A. Morales
FAC-3215,12/02/2026,13/02/2026,Res Especial,Proveedor_Res_Mon,Proteínas,Res,365,188.04,170.67,68634.6,Monterrey,Norte,Almacen Norte,1,Entregado,0,,A. Morales
FAC-3216,05/01/2026,07/01/2026,Cerdo Especial,Proveedor_Cerdo_Mon,Proteínas,Cerdo,141,149.88,134.02,21133.08,Monterrey,Norte,Almacen Norte,2,Incidencia,1,1.0,A. Morales
FAC-3217,14/02/2026,15/02/2026,Aceites Especial,Proveedor_Aceites_Mon,Abarrotes,Aceites,84,613.04,631.1,51495.36,Monterrey,Norte,Almacen Norte,1,Rechazado,1,6.0,A. Morales
FAC-3218,09/02/2026,12/02/2026,Res Especial,Proveedor_Res_Gua,Proteínas,Res,136,168.69,151.35,22941.84,Guadalajara,Occidente,Almacen Central,3,Rechazado,1,10.0,A. Morales
FAC-3219,25/02/2026,27/02/2026,Granos Especial,Proveedor_Granos_Mon,Abarrotes,Granos,116,25.29,23.07,2933.64,Monterrey,Norte,Almacen Norte,2,Entregado,0,,A. Morales
FAC-3220,27/02/2026,02/03/2026,Res Especial,Proveedor_Res_Gua,Proteínas,Res,223,167.67,148.61,37390.41,Guadalajara,Occidente,Almacen Central,3,Entregado,0,,A. Morales
FAC-3221,31/01/2026,02/02/2026,Lácteos Especial,Proveedor_Lácteos_CDM,Perecederos,Lácteos,246,72.37,63.14,17803.02,CDMX,Centro,Almacen Sur,2,Entregado,0,,A. Morales
FAC-3222,25/01/2026,27/01/2026,Granos Especial,Proveedor_Granos_CDM,Abarrotes,Granos,378,19.12,19.71,7227.36,CDMX,Centro,Almacen Sur,2,Entregado,0,,A. Morales
FAC-3223,19/03/2026,23/03/2026,Frutas Especial,Proveedor_Frutas_Mer,Perecederos,Frutas,350,52.05,53.68,18217.5,Merida,Sureste,Almacen Sur,4,Entregado,0,,A. Morales
FAC-3224,23/01/2026,24/01/2026,Res Especial,Proveedor_Res_CDM,Proteínas,Res,299,191.69,166.05,57315.31,CDMX,Centro,Almacen Sur,1,Entregado,0,,A. Morales
FAC-3225,19/03/2026,24/03/2026,Bebidas Especial,Proveedor_Bebidas_Mer,Abarrotes,Bebidas,368,20.81,18.16,7658.08,Merida,Sureste,Almacen Sur,5,Entregado,0,,A. Morales
FAC-3226,09/01/2026,12/01/2026,Bebidas Especial,Proveedor_Bebidas_Gua,Abarrotes,Bebidas,156,26.18,26.24,4084.08,Guadalajara,Occidente,Almacen Central,3,Entregado,0,,A. Morales
FAC-3227,20/03/2026,21/03/2026,Frutas Especial,Proveedor_Frutas_CDM,Perecederos,Frutas,109,63.73,55.38,6946.57,CDMX,Centro,Almacen Sur,1,Entregado,0,,A. Morales
FAC-3228,04/02/2026,05/02/2026,Aves Especial,Proveedor_Aves_Mon,Proteínas,Aves,260,93.3,93.84,24258.0,Monterrey,Norte,Almacen Norte,1,Entregado,0,,A. Morales
FAC-3229,20/02/2026,21/02/2026,Aceites Especial,Proveedor_Aceites_Mon,Abarrotes,Aceites,252,670.24,620.29,168900.48,Monterrey,Norte,Almacen Norte,1,Entregado,0,,A. Morales
FAC-3230,11/01/2026,13/01/2026,Vegetales Especial,Proveedor_Vegetales_CDM,Perecederos,Vegetales,248,19.75,17.69,4898.0,CDMX,Centro,Almacen Sur,2,Entregado,0,,A. Morales
FAC-3231,18/03/2026,19/03/2026,Frutas Especial,Proveedor_Frutas_CDM,Perecederos,Frutas,334,63.33,66.62,21152.22,CDMX,Centro,Almacen Sur,1,Incidencia,1,3.0,A. Morales
FAC-3232,17/02/2026,21/02/2026,Lácteos Especial,Proveedor_Lácteos_Mer,Perecederos,Lácteos,71,105.31,106.08,7477.01,Merida,Sureste,Almacen Sur,4,Entregado,0,,A. Morales
FAC-3233,11/01/2026,12/01/2026,Granos Especial,Proveedor_Granos_Mon,Abarrotes,Granos,210,23.67,21.98,4970.7,Monterrey,Norte,Almacen Norte,1,Entregado,0,,A. Morales
FAC-3234,01/03/2026,04/03/2026,Vegetales Especial,Proveedor_Vegetales_Gua,Perecederos,Vegetales,263,23.81,24.38,6262.03,Guadalajara,Occidente,Almacen Central,3,Parcial,1,3.0,A. Morales
FAC-3235,28/01/2026,31/01/2026,Frutas Especial,Proveedor_Frutas_Gua,Perecederos,Frutas,74,47.31,48.04,3500.94,Guadalajara,Occidente,Almacen Central,3,Entregado,0,,A. Morales
FAC-3236,14/03/2026,19/03/2026,Aceites Especial,Proveedor_Aceites_Mer,Abarrotes,Aceites,350,664.82,591.38,232687.0,Merida,Sureste,Almacen Sur,5,Entregado,0,,A. Morales
FAC-3237,03/01/2026,05/01/2026,Granos Especial,Proveedor_Granos_Mon,Abarrotes,Granos,329,23.28,22.77,7659.12,Monterrey,Norte,Almacen Norte,2,Entregado,0,,A. Morales
FAC-3238,13/02/2026,15/02/2026,Vegetales Especial,Proveedor_Vegetales_CDM,Perecederos,Vegetales,270,34.33,29.2,9269.1,CDMX,Centro,Almacen Sur,2,Incidencia,1,1.0,A. Morales
FAC-3239,13/02/2026,19/02/2026,Aves Especial,Proveedor_Aves_Mer,Proteínas,Aves,258,86.06,80.3,22203.48,Merida,Sureste,Almacen Sur,6,Entregado,0,,A. Morales
FAC-3240,26/02/2026,02/03/2026,Cerdo Especial,Proveedor_Cerdo_Mer,Proteínas,Cerdo,173,124.86,130.19,21600.78,Merida,Sureste,Almacen Sur,4,Entregado,0,,A. Morales
FAC-3241,16/03/2026,17/03/2026,Aceites Especial,Proveedor_Aceites_CDM,Abarrotes,Aceites,85,589.22,550.33,50083.7,CDMX,Centro,Almacen Sur,1,Rechazado,1,5.0,A. Morales
FAC-3242,11/03/2026,13/03/2026,Granos Especial,Proveedor_Granos_Gua,Abarrotes,Granos,254,22.73,19.77,5773.42,Guadalajara,Occidente,Almacen Central,2,Entregado,0,,A. Morales
FAC-3243,14/03/2026,16/03/2026,Lácteos Especial,Proveedor_Lácteos_CDM,Perecederos,Lácteos,138,26.97,27.29,3721.86,CDMX,Centro,Almacen Sur,2,Entregado,0,,A. Morales
FAC-3244,10/03/2026,12/03/2026,Cerdo Especial,Proveedor_Cerdo_Mon,Proteínas,Cerdo,135,136.88,133.35,18478.8,Monterrey,Norte,Almacen Norte,2,Entregado,0,,A. Morales
FAC-3245,19/01/2026,24/01/2026,Granos Especial,Proveedor_Granos_Mer,Abarrotes,Granos,115,18.77,17.7,2158.55,Merida,Sureste,Almacen Sur,5,Entregado,0,,A. Morales
FAC-3246,05/02/2026,06/02/2026,Frutas Especial,Proveedor_Frutas_CDM,Perecederos,Frutas,393,43.92,43.79,17260.56,CDMX,Centro,Almacen Sur,1,Entregado,0,,A. Morales
FAC-3247,25/02/2026,27/02/2026,Aceites Especial,Proveedor_Aceites_Mon,Abarrotes,Aceites,379,613.9,541.41,232668.1,Monterrey,Norte,Almacen Norte,2,Entregado,0,,A. Morales
FAC-3248,23/03/2026,27/03/2026,Granos Especial,Proveedor_Granos_Mer,Abarrotes,Granos,239,17.81,16.51,4256.59,Merida,Sureste,Almacen Sur,4,Entregado,0,,A. Morales
FAC-3249,25/01/2026,27/01/2026,Cerdo Especial,Proveedor_Cerdo_Mon,Proteínas,Cerdo,53,115.17,114.33,6104.01,Monterrey,Norte,Almacen Norte,2,Entregado,0,,A. Morales
FAC-3250,01/02/2026,05/02/2026,Bebidas Especial,Proveedor_Bebidas_Mer,Abarrotes,Bebidas,227,24.13,25.3,5477.51,Merida,Sureste,Almacen Sur,4,Entregado,0,,A. Morales
FAC-3251,01/01/2026,06/01/2026,Aves Especial,Proveedor_Aves_Mer,Proteínas,Aves,91,113.58,103.28,10335.78,Merida,Sureste,Almacen Sur,5,Parcial,1,3.0,A. Morales
FAC-3252,23/01/2026,28/01/2026,Bebidas Especial,Proveedor_Bebidas_Mer,Abarrotes,Bebidas,305,36.7,34.29,11193.5,Merida,Sureste,Almacen Sur,5,Parcial,1,7.0,A. Morales
FAC-3253,15/03/2026,16/03/2026,Aves Especial,Proveedor_Aves_CDM,Proteínas,Aves,55,98.59,89.04,5422.45,CDMX,Centro,Almacen Sur,1,Entregado,0,,A. Morales
FAC-3254,03/02/2026,07/02/2026,Vegetales Especial,Proveedor_Vegetales_Mer,Perecederos,Vegetales,49,26.69,23.2,1307.81,Merida,Sureste,Almacen Sur,4,Entregado,0,,A. Morales
FAC-3255,13/01/2026,14/01/2026,Aves Especial,Proveedor_Aves_CDM,Proteínas,Aves,254,103.84,104.51,26375.36,CDMX,Centro,Almacen Sur,1,Entregado,0,,A. Morales
FAC-3256,17/03/2026,19/03/2026,Cerdo Especial,Proveedor_Cerdo_CDM,Proteínas,Cerdo,284,113.15,115.05,32134.6,CDMX,Centro,Almacen Sur,2,Entregado,0,,A. Morales
FAC-3257,22/01/2026,24/01/2026,Aves Especial,Proveedor_Aves_CDM,Proteínas,Aves,72,106.59,92.97,7674.48,CDMX,Centro,Almacen Sur,2,Entregado,0,,A. Morales
FAC-3258,13/03/2026,14/03/2026,Res Especial,Proveedor_Res_Mon,Proteínas,Res,236,166.26,165.85,39237.36,Monterrey,Norte,Almacen Norte,1,Entregado,0,,A. Morales
FAC-3259,27/01/2026,29/01/2026,Lácteos Especial,Proveedor_Lácteos_CDM,Perecederos,Lácteos,128,118.22,119.44,15132.16,CDMX,Centro,Almacen Sur,2,Entregado,0,,A. Morales
FAC-3260,25/02/2026,26/02/2026,Frutas Especial,Proveedor_Frutas_Mon,Perecederos,Frutas,295,68.77,63.43,20287.15,Monterrey,Norte,Almacen Norte,1,Entregado,0,,A. Morales
FAC-3261,28/01/2026,03/02/2026,Frutas Especial,Proveedor_Frutas_Mer,Perecederos,Frutas,224,76.42,67.33,17118.08,Merida,Sureste,Almacen Sur,6,Entregado,0,,A. Morales
